ac_number,candidate,party,votes,turnout,party_std,constituency,district,region,reserved
129,THILAGABAMA M,PMK,30238,77.96,PMK,Athoor,Dindigul,South,GEN
129,SIMON JUSTIN A,NTK,17168,77.96,NTK,Athoor,Dindigul,South,GEN
129,SIVASAKTHIVEL P,MNM,3241,77.96,MNM,Athoor,Dindigul,South,GEN
129,SELVAKUMAR P,AMMK,3017,77.96,AMMK,Athoor,Dindigul,South,GEN
129,SAVADAMUTHU A,IND,1722,77.96,IND,Athoor,Dindigul,South,GEN
129,None Of The Above,NOTA,1564,77.96,NOTA,Athoor,Dindigul,South,GEN
129,PALRAJ R,IND,1357,77.96,IND,Athoor,Dindigul,South,GEN
129,MUTHULAKSHMI R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1180,77.96,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Athoor,Dindigul,South,GEN
129,SILAMBARASAN M,Puthiya Tamilagam,880,77.96,Puthiya Tamilagam,Athoor,Dindigul,South,GEN
129,KARTHIGAISELVAN K,BSP,749,77.96,BSP,Athoor,Dindigul,South,GEN
129,SANKAR D,IND,700,77.96,IND,Athoor,Dindigul,South,GEN
129,ANBU AS,IND,535,77.96,IND,Athoor,Dindigul,South,GEN
129,SILAMBARASAN P,IND,486,77.96,IND,Athoor,Dindigul,South,GEN
129,THILAGAVATHY S,IND,349,77.96,IND,Athoor,Dindigul,South,GEN
129,KARTHI M,IND,322,77.96,IND,Athoor,Dindigul,South,GEN
129,BALAMURUGAN A,IND,190,77.96,IND,Athoor,Dindigul,South,GEN
129,VEERAMALAI S,IND,133,77.96,IND,Athoor,Dindigul,South,GEN
129,MURUGANANTHAM C,IND,125,77.96,IND,Athoor,Dindigul,South,GEN
129,JEYASEKARAN R,My India Party,88,77.96,My India Party,Athoor,Dindigul,South,GEN
129,RAGUPATHI P,Anaithu Makkal Puratchi Katchi,87,77.96,Anaithu Makkal Puratchi Katchi,Athoor,Dindigul,South,GEN
130,S.Thenmozhi,AIADMK,91461,75.07,AIADMK,Nilakottai,Dindigul,South,SC
130,K.Murugavelrajan,DMK,63843,75.07,DMK,Nilakottai,Dindigul,South,SC
130,G.Vasanthadevi,NTK,17505,75.07,NTK,Nilakottai,Dindigul,South,SC
130,K.Ramasamy,DMDK,3704,75.07,DMDK,Nilakottai,Dindigul,South,SC
130,Ananth,MNM,3181,75.07,MNM,Nilakottai,Dindigul,South,SC
130,None Of The Above,NOTA,1260,75.07,NOTA,Nilakottai,Dindigul,South,SC
130,P.Nagendran,BSP,666,75.07,BSP,Nilakottai,Dindigul,South,SC
130,P.Nagajothi,IND,515,75.07,IND,Nilakottai,Dindigul,South,SC
130,V.Vinoth,IND,491,75.07,IND,Nilakottai,Dindigul,South,SC
130,V.K.Aiyyar,Puthiya Tamilagam,484,75.07,Puthiya Tamilagam,Nilakottai,Dindigul,South,SC
130,P.Pothumanickam,IND,375,75.07,IND,Nilakottai,Dindigul,South,SC
130,A.Alappan,IND,343,75.07,IND,Nilakottai,Dindigul,South,SC
130,N.Perumal,IND,252,75.07,IND,Nilakottai,Dindigul,South,SC
130,V.Balasubramani,IND,164,75.07,IND,Nilakottai,Dindigul,South,SC
130,V.Revadhi,My India Party,158,75.07,My India Party,Nilakottai,Dindigul,South,SC
130,M.Pandi,IND,137,75.07,IND,Nilakottai,Dindigul,South,SC
130,S.Nithya,IND,128,75.07,IND,Nilakottai,Dindigul,South,SC
130,P.Sivakami,IND,77,75.07,IND,Nilakottai,Dindigul,South,SC
130,M.Kalimuthu,IND,61,75.07,IND,Nilakottai,Dindigul,South,SC
131,NATHAM.R.VISWANATHAN,AIADMK,107762,78.95,AIADMK,Natham,Dindigul,South,GEN
131,M.A.ANDI AMBALAM,DMK,95830,78.95,DMK,Natham,Dindigul,South,GEN
131,DOCTOR.V.SIVASANKARAN,NTK,14762,78.95,NTK,Natham,Dindigul,South,GEN
131,N.RAJA,AMMK,1721,78.95,AMMK,Natham,Dindigul,South,GEN
131,None Of The Above,NOTA,1444,78.95,NOTA,Natham,Dindigul,South,GEN
131,R.A.SARANRAJ,IJK,1025,78.95,IJK,Natham,Dindigul,South,GEN
131,P.ANDISAMY,BSP,678,78.95,BSP,Natham,Dindigul,South,GEN
131,S.JEYAKUMAR,IND,383,78.95,IND,Natham,Dindigul,South,GEN
131,A.KARNAN,IND,335,78.95,IND,Natham,Dindigul,South,GEN
131,K.DHANDAPANI,IND,322,78.95,IND,Natham,Dindigul,South,GEN
131,K.MURUGESAN,IND,224,78.95,IND,Natham,Dindigul,South,GEN
131,M.XAVIER JOSEPH KENNEDY,IND,194,78.95,IND,Natham,Dindigul,South,GEN
131,JEYAPAUL R,IND,190,78.95,IND,Natham,Dindigul,South,GEN
131,V.VEMBARASAN,My India Party,166,78.95,My India Party,Natham,Dindigul,South,GEN
131,A.BALASUBRAMANI,IND,112,78.95,IND,Natham,Dindigul,South,GEN
131,C.GURUSAMY,IND,96,78.95,IND,Natham,Dindigul,South,GEN
132,SREENIVASAN.C,AIADMK,90595,69.27,AIADMK,Dindigul,Dindigul,South,GEN
132,PANDI.N,CPI(M),72848,69.27,CPIM,Dindigul,Dindigul,South,GEN
132,JAYASUNDAR.R,NTK,14860,69.27,NTK,Dindigul,Dindigul,South,GEN
132,RAJENDRAN.R,MNM,9063,69.27,MNM,Dindigul,Dindigul,South,GEN
132,RAMUTHEVAR.P,AMMK,2427,69.27,AMMK,Dindigul,Dindigul,South,GEN
132,None Of The Above,NOTA,1807,69.27,NOTA,Dindigul,Dindigul,South,GEN
132,BALASUBRAMANI.K,IND,570,69.27,IND,Dindigul,Dindigul,South,GEN
132,ARASUR MANOHARAN.S,BSP,501,69.27,BSP,Dindigul,Dindigul,South,GEN
132,BASKARAN CHELLAPPA.J,IND,345,69.27,IND,Dindigul,Dindigul,South,GEN
132,AKKAMMAL.S,My India Party,305,69.27,My India Party,Dindigul,Dindigul,South,GEN
132,MURUGESAN.A,Puthiya Tamilagam,254,69.27,Puthiya Tamilagam,Dindigul,Dindigul,South,GEN
132,ALAGU PANDIAN.R,Anaithu Makkal Munnetra Kazhagam,232,69.27,Anaithu Makkal Munnetra Kazhagam,Dindigul,Dindigul,South,GEN
132,RAHAMATHULLA.M,IND,210,69.27,IND,Dindigul,Dindigul,South,GEN
132,ANBUROSE.D,IND,191,69.27,IND,Dindigul,Dindigul,South,GEN
132,NAGARAJ.N,IND,180,69.27,IND,Dindigul,Dindigul,South,GEN
132,DHANASEKARAN.C,IND,166,69.27,IND,Dindigul,Dindigul,South,GEN
132,HARI PRAKASH.M,IND,119,69.27,IND,Dindigul,Dindigul,South,GEN
132,VIJAYAPANDI.P,IND,114,69.27,IND,Dindigul,Dindigul,South,GEN
132,BALAJI.R,IND,104,69.27,IND,Dindigul,Dindigul,South,GEN
132,KARTHIKEYAN.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,92,69.27,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Dindigul,Dindigul,South,GEN
132,SENTHIL ALAGAPPAN.A,IND,82,69.27,IND,Dindigul,Dindigul,South,GEN
132,SIVAGANAM.A,Anaithu Makkal Puratchi Katchi,53,69.27,Anaithu Makkal Puratchi Katchi,Dindigul,Dindigul,South,GEN
133,GANDHIRAJAN S,DMK,106481,80.16,DMK,Vedasandur,Dindigul,South,GEN
133,PARAMASIVAM V P B,AIADMK,88928,80.16,AIADMK,Vedasandur,Dindigul,South,GEN
133,POTHUMANI R,NTK,8495,80.16,NTK,Vedasandur,Dindigul,South,GEN
133,RAMASAMY P,AMMK,2041,80.16,AMMK,Vedasandur,Dindigul,South,GEN
133,PALANICHAMY B,IND,1293,80.16,IND,Vedasandur,Dindigul,South,GEN
133,VETRIVEL S,MNM,1215,80.16,MNM,Vedasandur,Dindigul,South,GEN
133,PRASATH R,IND,887,80.16,IND,Vedasandur,Dindigul,South,GEN
133,None Of The Above,NOTA,803,80.16,NOTA,Vedasandur,Dindigul,South,GEN
133,MUTHUSAMY V,IND,740,80.16,IND,Vedasandur,Dindigul,South,GEN
133,KARTHIKEYAN A,My India Party,669,80.16,My India Party,Vedasandur,Dindigul,South,GEN
133,MURUGAN P,IND,489,80.16,IND,Vedasandur,Dindigul,South,GEN
133,SUKUMAR V,IND,233,80.16,IND,Vedasandur,Dindigul,South,GEN
133,NANDAKUMAR P,IND,124,80.16,IND,Vedasandur,Dindigul,South,GEN
133,MURUGESAN K,Ganasangam Party of India,123,80.16,Ganasangam Party of India,Vedasandur,Dindigul,South,GEN
133,MANEESHANKAR M G,RSPS,108,80.16,RSPS,Vedasandur,Dindigul,South,GEN
133,KALIMUTHU V,Samaniya Makkal Nala Katchi,101,80.16,Samaniya Makkal Nala Katchi,Vedasandur,Dindigul,South,GEN
133,DHARMALINGAM Dr MARUR N,IND,81,80.16,IND,Vedasandur,Dindigul,South,GEN
133,MOORTHY S,IND,77,80.16,IND,Vedasandur,Dindigul,South,GEN
133,SARAVANA KUMAR K R,IND,72,80.16,IND,Vedasandur,Dindigul,South,GEN
133,SELVARAJ V,IND,71,80.16,IND,Vedasandur,Dindigul,South,GEN
133,RAMASAMY K,IND,49,80.16,IND,Vedasandur,Dindigul,South,GEN
134,ELANGO. R,DMK,93369,81.92,DMK,Aravakurichi,Karur,Kongu,GEN
134,ANNAMALAI. K,BJP,68553,81.92,BJP,Aravakurichi,Karur,Kongu,GEN
134,ANITHA PARVEEN. M,NTK,7188,81.92,NTK,Aravakurichi,Karur,Kongu,GEN
134,THANGAVEL.  P. S. N,AMMK,1599,81.92,AMMK,Aravakurichi,Karur,Kongu,GEN
134,MOHAMMED HANEEF SHAHIL. K. S,MNM,1382,81.92,MNM,Aravakurichi,Karur,Kongu,GEN
134,SARAVANAN. P,IND,1236,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,None Of The Above,NOTA,869,81.92,NOTA,Aravakurichi,Karur,Kongu,GEN
134,RAJKUMAR. R,Tamil Nadu Ilangyar Katchi,377,81.92,Tamil Nadu Ilangyar Katchi,Aravakurichi,Karur,Kongu,GEN
134,SATHEESHKUMAR. T,IND,336,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,SUNDARARAJ. R,BSP,328,81.92,BSP,Aravakurichi,Karur,Kongu,GEN
134,MANOJPANDIYAN. J. M,IND,290,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,CHITHAMBARAM. A,IND,240,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,MURUGESAN. M. S,IND,174,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,MATHIYALAGAN. P,IND,161,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,SILAMBARASAN. P,IND,129,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,MAHESHMANI. T,IND,104,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,SAKUNTHALA. N,IND,79,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,KARTHIKEYAN. R,IND,63,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,ARIVALAGAN. T,IND,53,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,VAIRASEEMAN. G,IND,46,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,KARTHIK. D,IND,45,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,RAJENDIRAN. M,IND,44,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,KIRUBANANTH. S,IND,41,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,PERIYASAMY. M. R,IND,40,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,ARUMUGAM. R,IND,29,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,SIVAKUMAR. A,IND,28,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,BOOPATHY. S,IND,27,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,BASKARAN. N,IND,25,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,SURESHBABU. S,IND,24,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,PITCHAIMUTHU. T,IND,24,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,RAGUNATH. P,IND,23,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,MOHANRAJ. C,Samaniya Makkal Nala Katchi,22,81.92,Samaniya Makkal Nala Katchi,Aravakurichi,Karur,Kongu,GEN
134,THANEGASALAM. R. V,IND,21,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,PRABAKARAN. T,IND,21,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,RANJITH. I,IND,21,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,RAMAGURU. R,IND,20,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,SURESH. M,IND,19,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,SELVAKUMAR. R,IND,19,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,PRAKASH. P,IND,16,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,PRABHU. G,IND,16,81.92,IND,Aravakurichi,Karur,Kongu,GEN
134,VIVEKANANTHAN. V,IND,13,81.92,IND,Aravakurichi,Karur,Kongu,GEN
135,SENTHILBALAJI V,DMK,101757,83.57,DMK,Karur,Karur,Kongu,GEN
135,VIJAYABHASKAR. M.R,AIADMK,89309,83.57,AIADMK,Karur,Karur,Kongu,GEN
135,KARUPPAIYA.R,NTK,7316,83.57,NTK,Karur,Karur,Kongu,GEN
135,MOHANRAJ.S,MNM,4154,83.57,MNM,Karur,Karur,Kongu,GEN
135,None Of The Above,NOTA,961,83.57,NOTA,Karur,Karur,Kongu,GEN
135,THANGARAJ.N,DMDK,953,83.57,DMDK,Karur,Karur,Kongu,GEN
135,RAVI.P,IND,369,83.57,IND,Karur,Karur,Kongu,GEN
135,ANBAZHAGAN,IND,334,83.57,IND,Karur,Karur,Kongu,GEN
135,AADHIKRISHNAN.P,BSP,210,83.57,BSP,Karur,Karur,Kongu,GEN
135,KANNAN.T,IND,165,83.57,IND,Karur,Karur,Kongu,GEN
135,RAJESHKANNAN.S,IND,138,83.57,IND,Karur,Karur,Kongu,GEN
135,KATHIRAVAN.P,IND,114,83.57,IND,Karur,Karur,Kongu,GEN
135,DHANALAKSHMI.M,Ganasangam Party of India,105,83.57,Ganasangam Party of India,Karur,Karur,Kongu,GEN
135,JAYAKUMAR.G,IND,102,83.57,IND,Karur,Karur,Kongu,GEN
135,SHANMUGAM.N,Samaniya Makkal Nala Katchi,99,83.57,Samaniya Makkal Nala Katchi,Karur,Karur,Kongu,GEN
135,SURYA,IND,96,83.57,IND,Karur,Karur,Kongu,GEN
135,MURUGESAN.A,IND,84,83.57,IND,Karur,Karur,Kongu,GEN
135,AMARSRI.M,IND,56,83.57,IND,Karur,Karur,Kongu,GEN
135,BALAMANIKANDAN.K,IND,56,83.57,IND,Karur,Karur,Kongu,GEN
135,KALAI RAJ.K,IND,51,83.57,IND,Karur,Karur,Kongu,GEN
135,SIVAKUMAR.V,IND,46,83.57,IND,Karur,Karur,Kongu,GEN
135,KRISHNAKUMAR.S,IND,42,83.57,IND,Karur,Karur,Kongu,GEN
135,MOHAN.M.L.M,IND,42,83.57,IND,Karur,Karur,Kongu,GEN
135,JOSEPH.M.A,Desiya Makkal Sakthi Katchi,39,83.57,Desiya Makkal Sakthi Katchi,Karur,Karur,Kongu,GEN
135,SIVASAMY.P,IND,37,83.57,IND,Karur,Karur,Kongu,GEN
135,MURUGANANTHAM.T,IND,30,83.57,IND,Karur,Karur,Kongu,GEN
135,ABILAZAN.N,IND,29,83.57,IND,Karur,Karur,Kongu,GEN
135,KARUNAMOORTHY.S,IND,29,83.57,IND,Karur,Karur,Kongu,GEN
135,SHIVAKUMAR.K,IND,29,83.57,IND,Karur,Karur,Kongu,GEN
135,AMARNATH.K,IND,28,83.57,IND,Karur,Karur,Kongu,GEN
135,VENKATESH PRABU.K,IND,26,83.57,IND,Karur,Karur,Kongu,GEN
135,VIGNESHWARAN.P,IND,25,83.57,IND,Karur,Karur,Kongu,GEN
135,JOTHI SUTHARSAN,IND,22,83.57,IND,Karur,Karur,Kongu,GEN
135,PRAKASH.N,IND,20,83.57,IND,Karur,Karur,Kongu,GEN
135,GOPALAKRISHNAN.A,IND,19,83.57,IND,Karur,Karur,Kongu,GEN
135,SUDHAKAR.L,IND,19,83.57,IND,Karur,Karur,Kongu,GEN
135,SIVAKUMAR.N,IND,18,83.57,IND,Karur,Karur,Kongu,GEN
135,PALANIVEL.P,IND,17,83.57,IND,Karur,Karur,Kongu,GEN
135,BANUMATHY,IND,16,83.57,IND,Karur,Karur,Kongu,GEN
135,KAMARAJ.P,IND,15,83.57,IND,Karur,Karur,Kongu,GEN
135,DEEPANANDH.N,IND,14,83.57,IND,Karur,Karur,Kongu,GEN
135,MUTHU. K.R,IND,14,83.57,IND,Karur,Karur,Kongu,GEN
135,MOUNAGURUBALUSAMY.K,IND,14,83.57,IND,Karur,Karur,Kongu,GEN
135,VIJAYABHASKAR.R.V,IND,14,83.57,IND,Karur,Karur,Kongu,GEN
135,VENKADESH.K,IND,14,83.57,IND,Karur,Karur,Kongu,GEN
135,SENTHILKUMAR.A,IND,13,83.57,IND,Karur,Karur,Kongu,GEN
135,TAMILARASAN.K,IND,13,83.57,IND,Karur,Karur,Kongu,GEN
135,THIRUGNANAM.M,IND,13,83.57,IND,Karur,Karur,Kongu,GEN
135,NOOR MOHAMMED THOUFFIC.A,IND,13,83.57,IND,Karur,Karur,Kongu,GEN
135,VIJAYAN.K,IND,13,83.57,IND,Karur,Karur,Kongu,GEN
135,SAMIVEL.A,IND,12,83.57,IND,Karur,Karur,Kongu,GEN
135,DANIYA,IND,11,83.57,IND,Karur,Karur,Kongu,GEN
135,PRAKASH.A,IND,11,83.57,IND,Karur,Karur,Kongu,GEN
135,MAHENDRAN,IND,11,83.57,IND,Karur,Karur,Kongu,GEN
135,SATHISH.P,IND,10,83.57,IND,Karur,Karur,Kongu,GEN
135,SARAVANAN.R,IND,10,83.57,IND,Karur,Karur,Kongu,GEN
135,SAMIAPPAN.K,IND,10,83.57,IND,Karur,Karur,Kongu,GEN
135,MANOJ.P,IND,10,83.57,IND,Karur,Karur,Kongu,GEN
135,MURALI.M,IND,10,83.57,IND,Karur,Karur,Kongu,GEN
135,SAMPATH.S,IND,9,83.57,IND,Karur,Karur,Kongu,GEN
135,VINOTHKUMAR,IND,9,83.57,IND,Karur,Karur,Kongu,GEN
135,SUBASH MALAYALAM.T,IND,8,83.57,IND,Karur,Karur,Kongu,GEN
135,MUTHUKUMAR.G,IND,8,83.57,IND,Karur,Karur,Kongu,GEN
135,SUDHAKAR.S,IND,7,83.57,IND,Karur,Karur,Kongu,GEN
135,SELVAKUMAR.M,IND,7,83.57,IND,Karur,Karur,Kongu,GEN
135,THAMILALAGAN,IND,7,83.57,IND,Karur,Karur,Kongu,GEN
135,DHANABAL,IND,7,83.57,IND,Karur,Karur,Kongu,GEN
135,BOOPATHI.P,IND,6,83.57,IND,Karur,Karur,Kongu,GEN
135,DURAISAMY.J,IND,5,83.57,IND,Karur,Karur,Kongu,GEN
135,PRAKASH.V,IND,5,83.57,IND,Karur,Karur,Kongu,GEN
135,VEERAKUMAR.T,IND,5,83.57,IND,Karur,Karur,Kongu,GEN
135,SANTHANAKUMAR.M,IND,4,83.57,IND,Karur,Karur,Kongu,GEN
135,PRASANTH.S,IND,4,83.57,IND,Karur,Karur,Kongu,GEN
135,PUSHPARAJ.P,IND,3,83.57,IND,Karur,Karur,Kongu,GEN
135,MANIVANNAN.S,IND,3,83.57,IND,Karur,Karur,Kongu,GEN
135,SAKTHIKUMAR,IND,2,83.57,IND,Karur,Karur,Kongu,GEN
135,SENTHILKUMAR.A.M,IND,2,83.57,IND,Karur,Karur,Kongu,GEN
135,MANIKANDAN.K,IND,2,83.57,IND,Karur,Karur,Kongu,GEN
136,SIVAGAMA SUNDARI.K,DMK,96540,84.17,DMK,Krishnarayapuram,Karur,Kongu,SC
136,MUTHUKUMAR,AIADMK,64915,84.17,AIADMK,Krishnarayapuram,Karur,Kongu,SC
136,ILAKIYA.R,NTK,9706,84.17,NTK,Krishnarayapuram,Karur,Kongu,SC
136,KATHIRVEL.M,DMDK,1946,84.17,DMDK,Krishnarayapuram,Karur,Kongu,SC
136,SARAVANAN.V,MNM,1848,84.17,MNM,Krishnarayapuram,Karur,Kongu,SC
136,None Of The Above,NOTA,1177,84.17,NOTA,Krishnarayapuram,Karur,Kongu,SC
136,SIVAKUMAR. O,IND,911,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,SELVAKUMAR.S,IND,710,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,MURUGESAN.R,BSP,540,84.17,BSP,Krishnarayapuram,Karur,Kongu,SC
136,SATHYARAJ,IND,433,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,CHINNASAMY.V,IND,377,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,TAMIL SELVAN.M,IND,242,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,SENTHILKUMAR.M,IND,214,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,ASHOKAN.P,Puthiya Tamilagam,195,84.17,Puthiya Tamilagam,Krishnarayapuram,Karur,Kongu,SC
136,SAKTHIVEL.K,IND,151,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,CHANDRA.P,My India Party,128,84.17,My India Party,Krishnarayapuram,Karur,Kongu,SC
136,RAJAGURU. M,Samaniya Makkal Nala Katchi,122,84.17,Samaniya Makkal Nala Katchi,Krishnarayapuram,Karur,Kongu,SC
136,KRISHNAMOORTHI.M,IND,119,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,RAJAGOPAL.K,IND,113,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,RAMESH.N.P,IND,108,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,NARAYANAN.KR,CPI(ML)(L),101,84.17,CPI(ML)(L),Krishnarayapuram,Karur,Kongu,SC
136,GOPI KRISHNAN.P,IND,97,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,MURUGANANTHAM.T,IND,69,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,NAGARAJAN. C,IND,68,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,MAHAMUNI.A,IND,27,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,MAHESWARAN.A,IND,24,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
136,MUHILAN.T,IND,21,84.17,IND,Krishnarayapuram,Karur,Kongu,SC
137,R.Manickam,DMK,100829,86.16,DMK,Kulithalai,Karur,Kongu,GEN
137,N.R.Chandrasekar,AIADMK,77289,86.16,AIADMK,Kulithalai,Karur,Kongu,GEN
137,Seeni.Prakasu,NTK,11511,86.16,NTK,Kulithalai,Karur,Kongu,GEN
137,None Of The Above,NOTA,1191,86.16,NOTA,Kulithalai,Karur,Kongu,GEN
137,R.Saravanan,IND,838,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,V.Nirosha,AMMK,761,86.16,AMMK,Kulithalai,Karur,Kongu,GEN
137,R.Chandrasekar,IND,694,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,S.Manikandan,IJK,674,86.16,IJK,Kulithalai,Karur,Kongu,GEN
137,V.Vellaiyan,IND,612,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,P.Anbalagan,BSP,590,86.16,BSP,Kulithalai,Karur,Kongu,GEN
137,K.Suresh,IND,494,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,M.Sankar,Samaniya Makkal Nala Katchi,460,86.16,Samaniya Makkal Nala Katchi,Kulithalai,Karur,Kongu,GEN
137,B.Selvaraj,IND,399,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,V.Alex Mouris,IND,245,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,M.Saravanan,IND,221,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,A.Subethar,Tipu Sultan Party,215,86.16,Tipu Sultan Party,Kulithalai,Karur,Kongu,GEN
137,S.Barani,IND,184,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,S.Kandasamy,IND,138,86.16,IND,Kulithalai,Karur,Kongu,GEN
137,R.Kalyana Sundaram,IND,111,86.16,IND,Kulithalai,Karur,Kongu,GEN
138,ABDUL SAMAD P,DMK,98077,76.02,DMK,Manapparai,Tiruchirappalli,Delta,GEN
138,CHANDRASEKAR.R,AIADMK,85834,76.02,AIADMK,Manapparai,Tiruchirappalli,Delta,GEN
138,KANIMOZHI.P,NTK,19450,76.02,NTK,Manapparai,Tiruchirappalli,Delta,GEN
138,KRISHNAGOPAL P,DMDK,10719,76.02,DMDK,Manapparai,Tiruchirappalli,Delta,GEN
138,CHANDRASEKAR V,IND,1259,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,None Of The Above,NOTA,1009,76.02,NOTA,Manapparai,Tiruchirappalli,Delta,GEN
138,UMARANI K,IJK,914,76.02,IJK,Manapparai,Tiruchirappalli,Delta,GEN
138,CHINNAN P,IND,650,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,SUBRAMANIAN P,IND,628,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,ELAYARAJA C,IND,547,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,NIRMAL KUMAR M,IND,544,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,SATHYA PRIYA A,IND,307,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,ARPUTHASAMY V,IND,287,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,CHITHAIYAN T,IND,270,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,SAKTHIVEL.M,CPI(ML)(L),191,76.02,CPI(ML)(L),Manapparai,Tiruchirappalli,Delta,GEN
138,DAVID P,IND,180,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,KARTHICK KRISHNA P,IND,173,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,RASU P,IND,169,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,PANDIAN V,Ezhuchi Tamilargal Munnetra Kazhagam,129,76.02,Ezhuchi Tamilargal Munnetra Kazhagam,Manapparai,Tiruchirappalli,Delta,GEN
138,ILANGOVAN S,IND,123,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,PRASANNA KUMAR P,IND,113,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,JEYAPANDIAN D,IND,93,76.02,IND,Manapparai,Tiruchirappalli,Delta,GEN
138,VARADAN.M,LJP,82,76.02,LJP,Manapparai,Tiruchirappalli,Delta,GEN
139,Palaniyandi.M,DMK,113904,76.15,DMK,Srirangam,Tiruchirappalli,Delta,GEN
139,KuPa Krishnan,AIADMK,93989,76.15,AIADMK,Srirangam,Tiruchirappalli,Delta,GEN
139,K.Selvarathi,NTK,17911,76.15,NTK,Srirangam,Tiruchirappalli,Delta,GEN
139,Y.Jacob,IND,4082,76.15,IND,Srirangam,Tiruchirappalli,Delta,GEN
139,Sarubala.R.Thondaiman,AMMK,3487,76.15,AMMK,Srirangam,Tiruchirappalli,Delta,GEN
139,None Of The Above,NOTA,2417,76.15,NOTA,Srirangam,Tiruchirappalli,Delta,GEN
139,S.Francis Mery,IJK,1067,76.15,IJK,Srirangam,Tiruchirappalli,Delta,GEN
139,G.Selvakumar,BSP,811,76.15,BSP,Srirangam,Tiruchirappalli,Delta,GEN
139,Annalakshmi,Desiya Makkal Sakthi Katchi,608,76.15,Desiya Makkal Sakthi Katchi,Srirangam,Tiruchirappalli,Delta,GEN
